Date,Close
1597932000000,1.33808
1597935600000,1.33517
1597939200000,1.25762
1597942800000,1.27
1597946400000,1.25448
1597950000000,1.22275
1597953600000,1.29587
1597957200000,1.30515
1597960800000,1.31252
1597964400000,1.29311
1597968000000,1.20569
1597971600000,1.23403
1597975200000,1.07076
1597978800000,1.20274
1597982400000,1.17031
1597986000000,1.24256
1597989600000,1.275
1597993200000,1.2413
1597996800000,1.24027
1598000400000,1.27061
1598004000000,1.29268
1598007600000,1.214
1598011200000,1.25686
1598014800000,1.2067
1598018400000,1.14247
1598022000000,1.112
1598025600000,1.14925
1598029200000,1.15983
1598032800000,1.12796
1598036400000,1.07965
1598040000000,1.0568
1598043600000,1.02872
1598047200000,1.0725
1598050800000,1.06738
1598054400000,1.02272
1598058000000,1.12148
1598061600000,1.10933
1598065200000,1.16672
1598068800000,1.11436
1598072400000,1.127
1598076000000,1.15687
1598079600000,1.12494
1598083200000,1.155
1598086800000,1.16
1598090400000,1.20567
1598094000000,1.19233
1598097600000,1.21533
1598101200000,1.18213
1598104800000,1.19062
1598108400000,1.214
1598112000000,1.21857
1598115600000,1.175
1598119200000,1.1847
1598122800000,1.16804
1598126400000,1.128
1598130000000,1.14517
1598133600000,1.19024
1598137200000,1.20554
1598140800000,1.16273
1598144400000,1.14673
1598148000000,1.16
1598151600000,1.1635
1598155200000,1.15103
1598158800000,1.17213
1598162400000,1.16102
1598166000000,1.15689
1598169600000,1.15156
1598173200000,1.17131
1598176800000,1.1854
1598180400000,1.17324
1598184000000,1.17028
1598187600000,1.1564
1598191200000,1.15135
1598194800000,1.10774
1598198400000,1.08134
1598202000000,1.08055
1598205600000,1.03925
1598209200000,1.06913
1598212800000,1.06
1598216400000,1.05571
1598220000000,1.08302
1598223600000,1.0741
1598227200000,1.07463
1598230800000,1.06546
1598234400000,1.09069
1598238000000,1.12858
1598241600000,1.12725
1598245200000,1.132
1598248800000,1.14831
1598252400000,1.17001
1598256000000,1.1641
1598259600000,1.13592
1598263200000,1.11674
1598266800000,1.1101
1598270400000,1.113
1598274000000,1.13275
1598277600000,1.11
1598281200000,1.11239
1598284800000,1.10529
1598288400000,1.13378
1598292000000,1.15498
1598295600000,1.13456
1598299200000,1.14
1598302800000,1.16834
1598306400000,1.19
1598310000000,1.23121
1598313600000,1.19694
1598317200000,1.2102
1598320800000,1.22909
1598324400000,1.20815
1598328000000,1.20866
1598331600000,1.24415
1598335200000,1.23111
1598338800000,1.20732
1598342400000,1.20674
1598346000000,1.1882
1598349600000,1.2076
1598353200000,1.1881
1598356800000,1.17123
1598360400000,1.1788
1598364000000,1.16425
1598367600000,1.1835
1598371200000,1.2099
1598374800000,1.16536
1598378400000,1.17938
1598382000000,1.18872
1598385600000,1.21998
1598389200000,1.22
1598392800000,1.22278
1598396400000,1.19305
1598400000000,1.19264
1598403600000,1.18073
1598407200000,1.19878
1598410800000,1.20562
1598414400000,1.20538
1598418000000,1.21774
1598421600000,1.2084
1598425200000,1.20038
1598428800000,1.199
1598432400000,1.18695
1598436000000,1.1984
1598439600000,1.20528
1598443200000,1.1915
1598446800000,1.19967
1598450400000,1.20151
1598454000000,1.217
1598457600000,1.20951
1598461200000,1.24727
1598464800000,1.3181
1598468400000,1.31302
1598472000000,1.40363
1598475600000,1.34996
1598479200000,1.3448
1598482800000,1.368
1598486400000,1.35311
1598490000000,1.30619
1598493600000,1.34941
1598497200000,1.33893
1598500800000,1.3449
1598504400000,1.31891
1598508000000,1.31989
1598511600000,1.32397
1598515200000,1.30989
1598518800000,1.28327
1598522400000,1.26913
1598526000000,1.27408
1598529600000,1.31001
1598533200000,1.31304
1598536800000,1.28
1598540400000,1.27488
1598544000000,1.25853
1598547600000,1.27198
1598551200000,1.26694
1598554800000,1.28997
1598558400000,1.30755
1598562000000,1.28946
1598565600000,1.26285
1598569200000,1.25237
1598572800000,1.29398
1598576400000,1.28566
1598580000000,1.25898
1598583600000,1.265
1598587200000,1.26358
1598590800000,1.29242
1598594400000,1.30948
1598598000000,1.33355
1598601600000,1.34879
1598605200000,1.46312
1598608800000,1.46747
1598612400000,1.5351
1598616000000,1.53609
1598619600000,1.6301
1598623200000,1.59618
1598626800000,1.67208
1598630400000,1.64066
1598634000000,1.61758
1598637600000,1.55164
1598641200000,1.56799
1598644800000,1.56034
1598648400000,1.58875
1598652000000,1.67408
1598655600000,1.63519
1598659200000,1.7175
1598662800000,1.61317
1598666400000,1.5917
1598670000000,1.59778
1598673600000,1.634
1598677200000,1.65023
1598680800000,1.66783
1598684400000,1.65071
1598688000000,1.71537
1598691600000,1.71
1598695200000,1.69797
1598698800000,1.71828
1598702400000,1.79086
1598706000000,1.93
1598709600000,1.94241
1598713200000,2.15668
1598716800000,2.06545
1598720400000,2.09383
1598724000000,2.12999
1598727600000,2.14799
1598731200000,2.14982
1598734800000,2.179
1598738400000,2.25552
1598742000000,2.39655
1598745600000,2.56516
1598749200000,2.45712
1598752800000,2.53615
1598756400000,2.91903
1598760000000,2.96889
1598763600000,2.65632
1598767200000,2.84342
1598770800000,2.85
1598774400000,2.82221
1598778000000,2.83835
1598781600000,2.82307
1598785200000,2.60342
1598788800000,2.66805
1598792400000,2.35369
1598796000000,2.46639
1598799600000,2.67377
1598803200000,2.55713
1598806800000,2.64242
1598810400000,2.81826
1598814000000,2.89401
1598817600000,2.95454
1598821200000,2.94
1598824800000,2.8369
1598828400000,2.70166
1598832000000,2.97981
1598835600000,2.8811
1598839200000,2.9
1598842800000,2.84
1598846400000,2.75181
1598850000000,2.57747
1598853600000,2.73869
1598857200000,2.82012
1598860800000,2.77001
1598864400000,2.81872
1598868000000,2.88233
1598871600000,2.92
1598875200000,3.11318
1598878800000,3.03152
1598882400000,3.06684
1598886000000,3.31991
1598889600000,3.261
1598893200000,3.27917
1598896800000,3.24522
1598900400000,2.95626
1598904000000,2.94388
1598907600000,2.93159
1598911200000,3.03733
1598914800000,3.00086
1598918400000,2.9463
1598922000000,2.92657
1598925600000,2.7669
1598929200000,2.77004
1598932800000,2.91381
1598936400000,2.93603
1598940000000,2.84495
1598943600000,2.80607
1598947200000,2.80702
1598950800000,2.83846
1598954400000,2.827
1598958000000,2.84076
1598961600000,2.78679
1598965200000,2.88
1598968800000,2.87835
1598972400000,3.0274
1598976000000,2.95326
1598979600000,2.85385
1598983200000,2.83001
1598986800000,2.76886
1598990400000,2.7107
1598994000000,2.76423
1598997600000,2.69784
1599001200000,2.67
1599004800000,2.58634
1599008400000,2.49338
1599012000000,2.59667
1599015600000,2.64791
1599019200000,2.58923
1599022800000,2.607
1599026400000,2.55
1599030000000,2.53448
1599033600000,2.55296
1599037200000,2.57299
1599040800000,2.50861
1599044400000,2.44744
1599048000000,2.54048
1599051600000,2.50777
1599055200000,2.46405
1599058800000,2.44563
1599062400000,2.53497
1599066000000,2.4852
1599069600000,2.55991
1599073200000,2.69682
1599076800000,2.84058
1599080400000,2.8055
1599084000000,2.81697
1599087600000,2.80443
1599091200000,2.75568
1599094800000,2.78529
1599098400000,2.78031
1599102000000,2.80106
1599105600000,2.72169
1599109200000,2.71042
1599112800000,2.68997
1599116400000,2.76018
1599120000000,2.79345
1599123600000,2.7693
1599127200000,2.69662
1599130800000,2.69875
1599134400000,2.6689
1599138000000,2.74046
1599141600000,2.97056
1599145200000,2.96283
1599148800000,3.04105
1599152400000,3.01667
1599156000000,2.955
1599159600000,2.9957
1599163200000,2.95951
1599166800000,2.965
1599170400000,2.82599
1599174000000,2.88962
1599177600000,2.96238
1599181200000,2.96317
1599184800000,2.91199
1599188400000,2.91319
1599192000000,2.902
1599195600000,2.83394
1599199200000,2.76087
1599202800000,2.74243
1599206400000,2.81883
1599210000000,2.79285
1599213600000,2.79694
1599217200000,2.74995
1599220800000,2.73144
1599224400000,2.68642
1599228000000,2.55945
1599231600000,2.5001
1599235200000,2.5199
1599238800000,2.5485
1599242400000,2.56536
1599246000000,2.63877
1599249600000,2.61
1599253200000,2.59152
1599256800000,2.615
1599260400000,2.61325
1599264000000,2.72025
1599267600000,2.6992
1599271200000,2.68318
1599274800000,2.64105
1599278400000,2.66186
1599282000000,2.60282
1599285600000,2.57986
1599289200000,2.53361
1599292800000,2.4329
1599296400000,2.33337
1599300000000,2.15492
1599303600000,2.0881
1599307200000,1.84664
1599310800000,2.08235
1599314400000,2.22759
1599318000000,2.21333
1599321600000,2.08714
1599325200000,2.09
1599328800000,2.06
1599332400000,2.11627
1599336000000,2.16404
1599339600000,2.1262
1599343200000,2.09518
1599346800000,2.18149
1599350400000,2.28571
1599354000000,2.16813
1599357600000,2.13468
1599361200000,2.0998
1599364800000,2.0264
1599368400000,2.00805
1599372000000,2.03709
1599375600000,2.21856
1599379200000,2.29404
1599382800000,2.26
1599386400000,2.38
1599390000000,2.41832
1599393600000,2.35917
1599397200000,2.34867
1599400800000,2.27655
1599404400000,2.33512
1599408000000,2.35365
1599411600000,2.34906
1599415200000,2.31389
1599418800000,2.33179
1599422400000,2.344
1599426000000,2.3729
1599429600000,2.31995
1599433200000,2.32582
1599436800000,2.34825
1599440400000,2.34058
1599444000000,2.31208
1599447600000,2.33784
1599451200000,2.314
1599454800000,2.29594
1599458400000,2.23886
1599462000000,2.25483
1599465600000,2.27778
1599469200000,2.2378
1599472800000,2.19171
1599476400000,2.1525
1599480000000,2.11446
1599483600000,2.16973
1599487200000,2.1459
1599490800000,2.20357
1599494400000,2.18457
1599498000000,2.20248
1599501600000,2.17541
1599505200000,2.17056
1599508800000,2.14345
1599512400000,2.15281
1599516000000,2.21998
1599519600000,2.21188
1599523200000,2.19183
1599526800000,2.19473
1599530400000,2.19111
1599534000000,2.22181
1599537600000,2.18371
1599541200000,2.15956
1599544800000,2.18836
1599548400000,2.18655
1599552000000,2.15936
1599555600000,2.1444
1599559200000,2.16016
1599562800000,2.151
1599566400000,2.15785
1599570000000,2.13783
1599573600000,2.15895
1599577200000,2.16708
1599580800000,2.18187
1599584400000,2.2177
1599588000000,2.22974
1599591600000,2.20224
1599595200000,2.22831
1599598800000,2.25091
1599602400000,2.21519
1599606000000,2.22002
1599609600000,2.20762
1599613200000,2.18912
1599616800000,2.18111
1599620400000,2.16611
1599624000000,2.16705
1599627600000,2.15957
1599631200000,2.22371
1599634800000,2.23153
1599638400000,2.29288
1599642000000,2.48884
1599645600000,2.49501
1599649200000,2.50937
1599652800000,2.49
1599656400000,2.515
1599660000000,2.65382
1599663600000,2.7
1599667200000,2.6836
1599670800000,2.66592
1599674400000,2.64669
1599678000000,2.6682
1599681600000,2.669
1599685200000,2.65017
1599688800000,2.81094
1599692400000,2.69649
1599696000000,2.74033
1599699600000,2.78994
1599703200000,2.78861
1599706800000,2.82538
1599710400000,2.89944
1599714000000,2.90659
1599717600000,2.94275
1599721200000,2.85467
1599724800000,2.80953
1599728400000,2.81792
1599732000000,2.89506
1599735600000,2.89363
1599739200000,2.99
1599742800000,3.05304
1599746400000,2.97665
1599750000000,3.0
1599753600000,2.91724
1599757200000,2.95125
1599760800000,2.87062
1599764400000,2.84818
1599768000000,3.27853
1599771600000,3.36261
1599775200000,3.26278
1599778800000,3.29308
1599782400000,3.24001
1599786000000,3.21271
1599789600000,3.19004
1599793200000,3.18836
1599796800000,3.21904
1599800400000,3.26468
1599804000000,3.231
1599807600000,3.18188
1599811200000,3.24996
1599814800000,3.19349
1599818400000,3.23442
1599822000000,3.14
1599825600000,3.17495
1599829200000,3.22248
1599832800000,3.2921
1599836400000,3.32884
1599840000000,3.25814
1599843600000,3.26
1599847200000,3.28279
1599850800000,3.3149
1599854400000,3.37423
1599858000000,3.44386
1599861600000,3.52062
1599865200000,3.67
1599868800000,3.62787
1599872400000,3.58148
1599876000000,3.52995
1599879600000,3.55021
1599883200000,3.63
1599886800000,3.59038
1599890400000,3.57607
1599894000000,3.70916
1599897600000,3.67165
1599901200000,3.69781
1599904800000,3.73428
1599908400000,3.88873
1599912000000,3.84248
1599915600000,3.73862
1599919200000,3.8
1599922800000,3.88635
1599926400000,3.943
1599930000000,3.96216
1599933600000,3.95893
1599937200000,4.16171
1599940800000,4.09
1599944400000,4.0463
1599948000000,4.06153
1599951600000,4.14
1599955200000,3.90345
1599958800000,3.86972
1599962400000,3.83624
1599966000000,3.76361
1599969600000,3.9
1599973200000,3.89637
1599976800000,3.945
1599980400000,3.86789
1599984000000,3.84002
1599987600000,3.73848
1599991200000,3.61203
1599994800000,3.52555
1599998400000,3.46246
1600002000000,3.64896
1600005600000,3.6316
1600009200000,3.42509
1600012800000,3.28759
1600016400000,3.37737
1600020000000,3.45576
1600023600000,3.50637
1600027200000,3.48773
1600030800000,3.45309
1600034400000,3.443
1600038000000,3.57293
1600041600000,3.39778
1600045200000,3.48037
1600048800000,3.51007
1600052400000,3.61
1600056000000,3.80837
1600059600000,3.896
1600063200000,3.97002
1600066800000,4.0382
1600070400000,3.838
1600074000000,3.84744
1600077600000,3.88309
1600081200000,3.89593
1600084800000,3.83268
1600088400000,3.66572
1600092000000,3.71738
1600095600000,3.73799
1600099200000,3.85049
1600102800000,3.77485
1600106400000,3.70812
1600110000000,3.65036
1600113600000,3.64963
1600117200000,3.69438
1600120800000,3.67163
1600124400000,3.7359
1600128000000,3.70318
1600131600000,3.62397
1600135200000,3.6888
1600138800000,3.71
1600142400000,3.6648
1600146000000,3.63408
1600149600000,3.66706
1600153200000,3.6373
1600156800000,3.545
1600160400000,3.62966
1600164000000,3.66625
1600167600000,3.79502
1600171200000,3.68861
1600174800000,3.61717
1600178400000,3.65531
1600182000000,3.75875
1600185600000,3.64259
1600189200000,3.60468
1600192800000,3.48877
1600196400000,3.47762
1600200000000,3.42244
1600203600000,3.38289
1600207200000,3.36058
1600210800000,3.2843
1600214400000,3.18222
1600218000000,3.11062
1600221600000,3.02966
1600225200000,3.1516
1600228800000,3.28447
1600232400000,3.18085
1600236000000,3.16261
1600239600000,3.2754
1600243200000,3.20854
1600246800000,3.2457
1600250400000,3.2875
1600254000000,3.33568
1600257600000,3.35825
1600261200000,3.27142
1600264800000,3.26316
1600268400000,3.28244
1600272000000,3.14
1600275600000,3.13355
1600279200000,2.99914
1600282800000,3.12397
1600286400000,3.078
1600290000000,3.08
1600293600000,3.14343
1600297200000,3.18462
1600300800000,3.2489
1600304400000,3.22704
1600308000000,3.17731
1600311600000,3.161
1600315200000,3.09867
1600318800000,3.14615
1600322400000,3.07083
1600326000000,3.02345
1600329600000,3.02488
1600333200000,3.00936
1600336800000,2.98247
1600340400000,2.99188
1600344000000,2.90283
1600347600000,2.93339
1600351200000,2.85456
1600354800000,2.84058
1600358400000,2.87299
1600362000000,2.93716
1600365600000,2.98765
1600369200000,3.10059
1600372800000,3.10373
1600376400000,3.06
1600380000000,2.96976
1600383600000,3.0371
1600387200000,2.993
1600390800000,2.95369
1600394400000,3.01107
1600398000000,2.99315
1600401600000,2.97463
1600405200000,3.01896
1600408800000,2.96962
1600412400000,2.92593
1600416000000,2.9457
1600419600000,2.9828
1600423200000,3.00455
1600426800000,3.082
1600430400000,3.0453
1600434000000,3.01697
1600437600000,3.02148
1600441200000,2.99743
1600444800000,2.96325
1600448400000,2.92575
1600452000000,3.17887
1600455600000,3.13518
1600459200000,3.08174
1600462800000,3.0735
1600466400000,3.07986
1600470000000,3.0201
1600473600000,2.9363
1600477200000,3.006
1600480800000,2.94183
1600484400000,2.97014
1600488000000,2.94311
1600491600000,2.9542
1600495200000,2.95636
1600498800000,2.94944
1600502400000,2.94285
1600506000000,2.94151
1600509600000,2.89004
1600513200000,2.8621
1600516800000,2.82793
1600520400000,2.87505
1600524000000,2.80872
1600527600000,2.74099
1600531200000,2.76897
1600534800000,2.61722
1600538400000,2.65679
1600542000000,2.57797
1600545600000,2.61581
1600549200000,2.6448
1600552800000,2.6747
1600556400000,2.7893
1600560000000,2.73425
1600563600000,2.65505
1600567200000,2.59934
1600570800000,2.64362
1600574400000,2.6657
1600578000000,2.65447
1600581600000,2.63199
1600585200000,2.6392
1600588800000,2.72378
1600592400000,2.71183
1600596000000,2.73196
1600599600000,2.73066
1600603200000,2.67827
1600606800000,2.69905
1600610400000,2.68121
1600614000000,2.63433
1600617600000,2.51586
1600621200000,2.55123
1600624800000,2.56405
1600628400000,2.52524
1600632000000,2.45434
1600635600000,2.50501
1600639200000,2.53188
1600642800000,2.56891
1600646400000,2.50958
1600650000000,2.44277
1600653600000,2.4841
1600657200000,2.51655
1600660800000,2.47912
1600664400000,2.49743
1600668000000,2.46178
1600671600000,2.3273
1600675200000,2.31078
1600678800000,2.17279
1600682400000,2.26383
1600686000000,2.29591
1600689600000,2.28521
1600693200000,2.24238
1600696800000,2.17468
1600700400000,2.157
1600704000000,2.11
1600707600000,2.18493
1600711200000,2.1803
1600714800000,2.29425
1600718400000,2.44078
1600722000000,2.41227
1600725600000,2.35072
1600729200000,2.3019
1600732800000,2.29444
1600736400000,2.27737
1600740000000,2.36901
1600743600000,2.3559
1600747200000,2.44768
1600750800000,2.39104
1600754400000,2.31133
1600758000000,2.20586
1600761600000,2.22201
1600765200000,2.25054
1600768800000,2.27583
1600772400000,2.25454
1600776000000,2.24537
1600779600000,2.26783
1600783200000,2.26761
1600786800000,2.28245
1600790400000,2.31856
1600794000000,2.40524
1600797600000,2.488
1600801200000,2.51465
1600804800000,2.47855
1600808400000,2.48235
1600812000000,2.41578
1600815600000,2.37381
1600819200000,2.36539
1600822800000,2.40365
1600826400000,2.41473
1600830000000,2.36679
1600833600000,2.31668
1600837200000,2.34455
1600840800000,2.31322
1600844400000,2.328
1600848000000,2.34034
1600851600000,2.35697
1600855200000,2.32153
1600858800000,2.35686
1600862400000,2.41905
1600866000000,2.41424
1600869600000,2.37512
1600873200000,2.36593
1600876800000,2.4173
1600880400000,2.40344
1600884000000,2.36839
1600887600000,2.26111
1600891200000,2.25555
1600894800000,2.2313
1600898400000,2.24001
1600902000000,2.06837
1600905600000,2.09921
1600909200000,2.11193
1600912800000,2.12913
1600916400000,2.17764
1600920000000,2.18222
1600923600000,2.2009
1600927200000,2.23703
1600930800000,2.27435
1600934400000,2.23113
1600938000000,2.23391
1600941600000,2.245
1600945200000,2.31348
1600948800000,2.23997
1600952400000,2.24414
1600956000000,2.25429
1600959600000,2.32249
1600963200000,2.32379
1600966800000,2.28777
1600970400000,2.24559
1600974000000,2.30249
1600977600000,2.33571
1600981200000,2.31606
1600984800000,2.33747
1600988400000,2.35733
1600992000000,2.34986
1600995600000,2.36407
1600999200000,2.31039
1601002800000,2.29368
1601006400000,2.29774
1601010000000,2.24702
1601013600000,2.27869
1601017200000,2.27387
1601020800000,2.2311
1601024400000,2.22244
1601028000000,2.22538
1601031600000,2.26029
1601035200000,2.26026
1601038800000,2.24801
1601042400000,2.24988
1601046000000,2.275
1601049600000,2.27563
1601053200000,2.28022
1601056800000,2.317
1601060400000,2.39241
1601064000000,2.47166
1601067600000,2.56099
1601071200000,2.53274
1601074800000,2.50841
1601078400000,2.45397
1601082000000,2.45479
1601085600000,2.4709
1601089200000,2.50587
1601092800000,2.67743
1601096400000,2.67
1601100000000,2.67649
1601103600000,2.62678
1601107200000,2.66475
1601110800000,2.66406
1601114400000,2.6559
1601118000000,2.68933
1601121600000,2.80135
1601125200000,2.80481
1601128800000,2.84579
1601132400000,2.85765
1601136000000,2.83748
1601139600000,2.77554
1601143200000,2.799
1601146800000,2.86233
1601150400000,2.8298
1601154000000,2.82
1601157600000,2.87518
1601161200000,2.95231
1601164800000,2.96776
1601168400000,3.06878
1601172000000,2.96267
1601175600000,2.9966
1601179200000,2.96822
1601182800000,2.99102
1601186400000,2.84204
1601190000000,2.87874
1601193600000,2.78744
1601197200000,2.71863
1601200800000,2.7828
1601204400000,2.70418
1601208000000,2.70999
1601211600000,2.7654
1601215200000,2.73388
1601218800000,2.75443
1601222400000,2.75654
1601226000000,2.87
1601229600000,2.89634
1601233200000,2.85513
1601236800000,2.78515
1601240400000,2.76764
1601244000000,2.83655
1601247600000,2.84785
1601251200000,2.80247
1601254800000,2.75167
1601258400000,2.70665
1601262000000,2.63877
1601265600000,2.69148
1601269200000,2.68082
1601272800000,2.62755
1601276400000,2.59957
1601280000000,2.6155
1601283600000,2.61888
1601287200000,2.64
1601290800000,2.67484
1601294400000,2.71613
1601298000000,2.66608
1601301600000,2.65361
1601305200000,2.67449
1601308800000,2.73376
1601312400000,2.75707
1601316000000,2.72427
1601319600000,2.72757
1601323200000,2.73827
1601326800000,2.71732
1601330400000,2.71163
1601334000000,2.6564
1601337600000,2.68157
1601341200000,2.3394
1601344800000,2.41439
1601348400000,2.42909
1601352000000,2.46271
1601355600000,2.42268
1601359200000,2.47899
1601362800000,2.43747
1601366400000,2.45449
1601370000000,2.41031
1601373600000,2.43098
1601377200000,2.42715
1601380800000,2.34447
1601384400000,2.33467
1601388000000,2.35259
1601391600000,2.3366
1601395200000,2.21269
1601398800000,2.29264
1601402400000,2.2514
1601406000000,2.22283
1601409600000,2.242
1601413200000,2.24254
1601416800000,2.31776
1601420400000,2.31118
1601424000000,2.23456
1601427600000,2.24744
1601431200000,2.24485
1601434800000,2.25395
1601438400000,2.23761
1601442000000,2.20409
1601445600000,2.12951
1601449200000,2.14773
1601452800000,2.16703
1601456400000,2.14
1601460000000,2.14631
1601463600000,2.0595
1601467200000,2.09559
1601470800000,2.15346
1601474400000,2.17007
1601478000000,2.23821
1601481600000,2.23277
1601485200000,2.19785
1601488800000,2.18897
1601492400000,2.19601
1601496000000,2.21018
1601499600000,2.20248
1601503200000,2.21972
1601506800000,2.21342
1601510400000,2.28602
1601514000000,2.38543
1601517600000,2.34648
1601521200000,2.29107
1601524800000,2.3544
1601528400000,2.34844
1601532000000,2.27499
1601535600000,2.27481
1601539200000,2.25002
1601542800000,2.19986
1601546400000,2.19073
1601550000000,2.23642
1601553600000,2.24316
1601557200000,2.17031
1601560800000,2.15331
1601564400000,2.08179
1601568000000,2.09503
1601571600000,2.10168
1601575200000,2.17729
1601578800000,2.15252
1601582400000,2.14116
1601586000000,2.16465
1601589600000,2.16781
1601593200000,2.14901
1601596800000,2.12053
1601600400000,2.12383
1601604000000,2.14472
1601607600000,2.17329
1601611200000,2.1405
1601614800000,2.01014
1601618400000,2.05492
1601622000000,2.03848
1601625600000,1.92299
1601629200000,1.92751
1601632800000,1.88423
1601636400000,1.87
1601640000000,1.94222
1601643600000,1.95599
1601647200000,2.02116
1601650800000,1.98414
1601654400000,1.99608
1601658000000,1.9848
1601661600000,1.99266
1601665200000,1.94995
1601668800000,2.0017
1601672400000,1.975
